subject,model,precision,recall,f1
01_Elena_Warm,baseline,0.8790504336357117,0.8885948657989502,0.8837968707084656
01_Elena_Warm,rag,0.8766621351242065,0.8814126253128052,0.8790310025215149
01_Elena_Warm,fewshot,0.8563896417617798,0.8634017705917358,0.8598814010620117
01_Elena_Warm,pii,0.8502153158187866,0.8571703433990479,0.8536787033081055
